,localx_X,localy_X,vel_X,acc_X,laneID_X,localy_Y,vel_Y,acc_Y,laneID_Y,relative_x,relative_y,relative_distance,num_lanes,duration,direction_X__1.0,direction_X__2.0,direction_X__3.0,direction_X__4.0,direction_Y__1.0,direction_Y__2.0,direction_Y__3.0,direction_Y__4.0,movement_X__1.0,movement_X__2.0,movement_X__3.0,movement_Y__1.0,movement_Y__2.0,movement_Y__3.0,exit_X__201.0,exit_X__203.0,exit_X__204.0,exit_X__205.0,exit_X__206.0,exit_X__207.0,exit_X__208.0,exit_X__209.0,exit_X__210.0,exit_X__211.0,exit_Y__201.0,exit_Y__203.0,exit_Y__204.0,exit_Y__205.0,exit_Y__206.0,exit_Y__207.0,exit_Y__208.0,exit_Y__209.0,exit_Y__210.0,exit_Y__211.0,int_X__0.0,int_X__1.0,int_X__2.0,int_X__3.0,int_X__4.0,int_Y__0.0,int_Y__1.0,int_Y__2.0,int_Y__3.0,int_Y__4.0,section_X__0.0,section_X__1.0,section_X__2.0,section_X__3.0,section_X__4.0,section_X__5.0,section_Y__0.0,section_Y__1.0,section_Y__2.0,section_Y__3.0,section_Y__4.0,section_Y__5.0,distance_x_toexit,distance_y_toexit,range,zero_to_10,ten_to_30,thirty_plus
13952,18.430999999999997,250.826,0.0,0.0,1,244.954,0.0,0.0,2,-1.7783536580000001,2.8051829269999997,3.321384198,3,67000,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1356.578259,1363.4232949999998,50,0,0,1
13953,27.607,244.954,0.0,0.0,2,270.83299999999997,0.0,0.0,1,-0.8432926829999999,-8.312804878,8.355469316,3,42800,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1363.4232949999998,1336.704643,50,0,0,1
13954,27.607,244.954,0.0,0.0,2,291.659,0.43,9.08,1,-3.7689024389999997,-13.96768293,14.46723166,3,42500,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1363.4232949999998,1316.058429,50,0,0,1
13956,4.03,757.465,48.49,9.56,1,673.22,51.33,11.36,1,11.13597561,23.24573171,25.77545335,3,16000,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,856.0436551000001,939.2727728,50,0,1,0
13957,-20.496,1348.557,36.47,0.0,1,1477.7979999999998,34.42,-11.2,2,0.9682926820000001,-38.48231707,38.49449724,3,23900,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,974.4868111999999,1438.784054,50,0,1,0
13958,19.144000000000002,430.855,33.68,0.59,2,351.599,35.4,-10.39,1,13.26463415,20.25426829,24.21127636,3,14700,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1182.338458,1258.926148,50,0,1,0
13965,29.281,264.048,4.87,-0.08,2,209.815,22.12,-4.18,1,10.34634146,13.17652439,16.75313632,3,83100,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1344.643052,1396.475084,50,0,0,1
13966,18.430999999999997,250.826,0.0,0.0,1,288.596,0.0,0.0,3,-10.72073171,-7.705487805,13.20259939,3,66700,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1356.578259,1321.5239179999999,50,0,0,1
13967,42.717,976.193,51.34,11.24,3,1066.072,51.81,1.14,4,-12.59146341,-22.14634146,25.47558422,3,11700,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,649.1792917,571.1231435,50,0,1,0
13968,36.416,1093.55,31.7,0.0,4,932.942,51.51,0.0,2,26.90640244,39.63932927,47.9085683,3,11100,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,541.4811125,684.1228317000001,50,0,1,0
13969,26.471999999999998,225.37900000000002,0.0,0.0,2,250.826,0.0,0.0,1,-0.7009146340000001,-7.827743902000001,7.859062026,3,49800,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1381.629493,1356.578259,50,0,0,1
13970,4.037,488.282,40.92,-4.17,1,551.082,46.31,-1.3,1,-8.446036585,-17.17743902,19.14157636,3,20200,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1121.764641,1059.731723,50,0,1,0
13972,-18.445999999999998,1306.536,34.29,-0.09,1,1314.2910000000002,40.8,1.92,2,2.656402439,-2.591463415,3.711085629,3,23400,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1283.214835,939.4450182,50,0,1,0
13973,27.089000000000002,924.248,51.55,11.09,2,1057.213,52.28,0.42,3,-19.89390244,-32.14603659,37.80390221,3,10200,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,691.731278,576.3015745,50,0,1,0
13977,32.591,387.485,31.93,0.0,3,315.323,26.01,-0.07,3,8.35,18.87103659,20.63585525,3,26200,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1227.739658,1295.0046109999998,50,0,1,0
13978,39.282,259.848,0.05,0.0,3,225.37900000000002,0.0,0.0,2,7.624695122,7.632926829,10.78876952,3,66200,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1350.00874,1381.629493,50,0,0,1
13982,-15.208,701.383,25.04,0.66,12,797.1060000000001,34.94,4.59,1,-9.233536585,-26.75365854,28.30223389,3,10200,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,345.9502448,781.1233306,50,0,1,0
13999,36.375,207.554,0.0,0.0,3,229.15099999999998,0.0,0.0,1,2.9615853660000004,-8.346036585,8.855919747,3,53100,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1338.5263109999999,1377.264365,50,0,0,1
14000,38.616,286.476,25.51,-9.68,3,268.784,24.87,11.14,1,7.771341463,2.356097561,8.120649226,3,31000,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1261.358439,1338.827313,50,0,0,1
14001,54.556000000000004,436.32300000000004,0.0,0.0,2,524.238,0.0,0.0,12,5.969512195,-34.68963415,35.1995141,3,10800,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,147.75112190000002,185.6338833,50,0,1,0
14011,31.316,82.807,25.97,2.91,3,141.02700000000002,30.31,-8.47,4,-9.570121951,-15.25,18.004158800000003,3,15300,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,293.5012398,234.85376659999997,50,0,1,0
14018,13.26,161.69799999999998,15.43,5.97,1,134.08,17.5,-0.43,2,1.161280488,8.631402439,8.709172202000001,3,28900,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,900.4927662999999,927.3311472999999,50,0,1,0
14019,75.318,438.81300000000005,0.0,0.0,2,519.503,22.12,-3.81,11,9.529268293,-34.76920732,36.05141789,3,25800,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,168.51863899999998,175.9544201,50,0,1,0
14020,75.318,438.81300000000005,0.0,0.0,2,524.238,0.0,0.0,12,11.72713415,-37.42713415,39.22137231,3,13900,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,168.51863899999998,185.6338833,50,0,1,0
14021,22.070999999999998,671.654,42.38,-3.22,3,634.981,34.44,6.09,2,6.742682927000001,9.146341462999999,11.36306892,3,13600,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,391.9934047,978.6709946000001,50,0,1,0
14022,24.784000000000002,633.0930000000001,37.08,11.87,3,675.898,41.87,-6.21,3,-4.940548781,-12.11615854,13.08473614,3,13500,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,982.3091538999998,387.7343118,50,0,1,0
14026,45.228,52.426,0.0,0.0,0,56.004,23.69,5.42,3,5.61402439,-3.8832317069999998,6.826181827999999,3,18400,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,321.08983939999996,321.6899517,50,0,1,0
14029,37.06,105.835,26.91,0.2,4,55.053000000000004,10.45,11.3,0,4.669817073,15.0820122,15.78842245,3,16400,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,269.77430630000003,318.6440347,50,0,1,0
14034,20.94,92.99600000000001,18.38,0.1,2,167.72799999999998,7.59,-1.82,3,-12.63932927,-19.42317073,23.17352381,3,90100,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1513.42039,1378.382701,50,0,0,1
14035,35.63,185.666,0.0,0.0,3,179.56799999999998,0.0,0.0,2,4.055792682,0.336890244,4.069760352,3,61700,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1360.417371,1427.170346,50,0,0,1
14036,25.543000000000003,505.86199999999997,42.87,-0.48,3,556.553,39.35,11.22,1,-1.35640244,-16.49054878,16.54623905,3,26600,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1043.6289800000002,1054.625558,50,0,1,0
14042,23.32,56.438,7.6,6.17,3,89.96,0.13,0.0,3,-5.188719512,-8.900914634,10.30286812,3,74400,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1004.4521070000001,1516.8640189999999,50,0,0,1
14043,28.375999999999998,780.683,35.19,0.21,3,908.206,19.2,-7.29,2,-11.62073171,-36.78810976,38.57987072,3,10100,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,278.9612918,707.6834414,50,0,1,0
14045,44.165,61.099,21.6,3.82,0,124.86200000000001,8.33,-3.31,1,6.712195122000001,-23.79634146,24.72487473,3,16500,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1546.694882,113.55696200000001,50,0,1,0
14046,28.45,988.74,5.43,0.0,2,1145.095,16.01,-1.46,1,-10.76493902,-46.91463415,48.13384266,3,17200,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,632.2057066000001,778.4411888999999,50,0,1,0
14047,28.584,999.5930000000001,5.43,0.0,2,1134.626,12.83,-8.78,3,-2.146646342,-43.409756099999996,43.46280036,3,15500,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,621.7391972,1117.7826,50,0,1,0
14051,39.251999999999995,312.001,13.11,-7.76,3,250.187,0.0,0.0,3,26.50396341,8.433841463,27.8134816,3,12300,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,87.83940132,241.69589019999998,50,0,1,0
14054,42.54,37.138000000000005,0.0,0.0,0,52.16,0.0,0.0,0,-2.582621951,-3.860670732,4.6448589469999995,3,44400,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1571.773569,321.3778155,50,0,0,1
14055,32.804,150.614,29.19,0.0,3,44.037,16.9,15.84,0,11.75487805,30.69146341,32.86553034,3,20100,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,228.4456793,1564.3621130000001,50,0,1,0
14056,-30.175,315.371,0.9,4.69,3,282.57599999999996,21.62,-11.21,3,-14.65121951,17.83597561,23.08203325,3,15000,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,306.4809439,110.1697489,50,0,1,0
14059,22.508000000000003,767.755,32.94,11.99,3,872.87,31.99,-6.17,2,-10.16219512,-30.12134146,31.78939165,3,16800,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,846.3228402000001,742.4989149,50,0,1,0
14065,-70.889,376.981,0.76,0.07,0,402.496,27.87,-4.45,3,-12.70823171,-1.175,12.76243621,3,24700,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,171.5109888,397.0417088,50,0,1,0
14066,-79.111,396.475,0.08,0.0,1,377.46,0.05,0.0,0,1.054878049,6.189939024,6.2791809039999995,3,18900,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,669.4477565000001,171.80195680000003,50,0,1,0
14067,-4.988,482.546,0.0,0.0,11,377.51,0.05,0.0,0,33.31859756,16.56859756,37.21085015,3,16200,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,146.5306882,171.93599540000002,50,0,1,0
14068,-71.509,377.575,0.05,0.0,0,521.988,6.52,0.15,2,-30.46280488,-31.26646341,43.65288324,3,12700,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,172.1096737,510.45082130000003,50,0,1,0
14071,-71.033,387.361,1.11,0.0,0,532.639,0.32,0.0,1,-32.86646342,-30.44054878,44.79767212,3,10600,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,171.5882619,520.4162867,50,0,1,0
14072,27.858,961.335,1.76,0.0,2,1010.4639999999999,0.0,0.0,1,-3.722560976,-14.82012195,15.28049328,3,11200,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,658.6275947,608.5580312000001,50,0,1,0
14074,-4.988,482.546,0.0,0.0,11,386.49800000000005,5.37,0.0,2,32.869512199999996,13.61158537,35.57639791,3,13100,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,146.5306882,175.8019927,50,0,1,0
14079,47.248999999999995,208.357,32.41,0.0,4,185.49900000000002,0.0,0.0,3,23.64878049,-2.22347561,23.753076899999996,3,13800,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,169.3484507,176.473076,50,0,1,0
14080,-27.892,230.8,0.0,0.0,3,249.563,35.29,-11.24,4,-23.7695122,4.265853658,24.1492695,3,16500,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,221.31441600000002,132.6996594,50,0,1,0
14081,53.715,338.10900000000004,0.22,0.0,0,316.835,2.11,3.26,3,6.586890242999999,4.081707317,7.749029468,3,10500,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,60.53969319,1293.530457,50,0,1,0
14083,39.411,78.759,26.01,-2.08,0,211.015,0.0,0.0,3,3.777743902,-45.18170732,45.33936507,3,20700,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,295.3431289,201.85916719999997,50,0,1,0
14088,40.573,101.626,24.19,-0.68,4,185.49900000000002,0.0,0.0,3,9.350609756,-31.52439024,32.88192639,3,20000,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,272.9093357,176.473076,50,0,1,0
14089,50.03,295.325,20.96,-11.25,4,307.86400000000003,0.61,-0.11,3,20.31097561,-13.60426829,24.44610083,3,16200,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,92.70513404,298.8697934,50,0,1,0
14090,28.936,265.188,1.72,0.0,2,317.682,0.44,0.0,4,-12.75030488,-11.71189024,17.31296184,3,13200,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1343.473693,75.66027794,50,0,1,0
14096,34.86,186.19400000000002,8.85,0.03,3,94.95299999999999,0.07,0.0,1,21.98536585,21.00457317,30.40638758,3,11700,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1421.338572,83.71536519,50,0,1,0
14098,-37.266,1189.988,41.14,-11.0,3,1242.8319999999999,36.18,-0.34,2,-8.179573171,-13.52347561,15.80474011,3,61000,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1172.652335,1223.980109,50,0,0,1
14099,-24.14,485.167,0.05,-1.54,1,395.976,0.08,0.0,1,27.39329268,13.81189024,30.67834409,3,24000,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,473.0137511,669.9402882,50,0,1,0
14100,-36.330999999999996,1253.619,39.49,-6.61,3,1403.0810000000001,43.37,-0.06,2,-7.52652439,-40.50060976,41.19402821,3,72600,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1233.780204,1366.137675,50,0,0,1
14101,-26.791999999999998,87.671,0.0,0.0,3,161.638,0.0,0.0,3,-8.434756098,-20.91493902,22.55171357,3,29300,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,81.77064722,153.0667798,50,0,1,0
14102,-26.791999999999998,87.671,0.0,0.0,3,109.152,0.0,0.0,3,-2.34207317,-6.118292683,6.551245079,3,27600,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,81.77064722,102.19912590000001,50,0,1,0
14103,-26.791999999999998,87.67200000000001,0.0,-0.16,3,10.333,0.0,0.0,2,-2.591463415,26.92957317,27.05397556,3,13400,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,81.77164715,1537.024999,50,0,1,0
14106,-18.099,157.29399999999998,0.0,0.0,2,305.69599999999997,4.0,0.0,2,-31.42926829,-35.50853659,47.41998604,3,19600,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,147.1646146,1303.363858,50,0,1,0
14107,-25.468000000000004,511.36400000000003,2.87,1.59,1,396.18699999999995,0.09,0.0,1,30.47073171,21.1277439,37.07893004,3,27000,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,499.2569846,669.7315467999999,50,0,1,0
14108,-15.385,850.924,41.95,-8.71,1,881.107,37.47,-0.32,2,-0.870426829,-9.430487805,9.47057248,3,52600,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,835.8409063999999,865.4094331,50,0,0,1
14109,-28.034000000000002,220.79,5.68,0.0,3,108.64200000000001,12.89,0.62,1,6.771036585,34.19664634,34.86054442,3,34000,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,211.4322886,97.35543457,50,0,0,1
14110,-5.497000000000001,95.12200000000001,0.0,-0.33,1,161.589,0.0,-0.04,3,-1.5734756090000002,-21.27408537,21.33219477,3,31900,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,83.88036,153.0098047,50,0,0,1
